periodo;fecha_ticket;der;tipo_de_registro;clasificacion_excel;descripcion_caso
2026-03-01;2026-03-20;10855910;Consulta;No aplica / condiciones;se brinda información sobre byc, se indica que aun no utilizo su tope semanal ya que los pagos fueron procesados con un pos diferente.
2026-03-01;2026-03-20;10855940;Consulta;No aplica / condiciones;"Cliente realiza videollamada a través de la APP, reclamando el reintegro de beneficios. Se le informa que las BYC se modificaron y que la bolsa de Petropar también tuvo cambios. Para acceder al beneficio de reintegro, debe realizar la transacción a través de UPay.

Asimismo, se le indica que no corresponde el reintegro en este caso, ya que la compra se realizó mediante la red de Infornet. Se detallan además los meses de vigencia de los beneficios aplicables."
2026-03-01;2026-03-20;10856016;Consulta;No aplica / condiciones;consulta sobre su reintegro se verifica que no aplica compras con el pos de la red infonet
2026-03-01;2026-03-20;10856175;Consulta;No aplica / condiciones;Cliente reclama reintegro de petropar, se verifica que fue realizado con un pos diferente por lo que no aplica, cliente informado
2026-03-01;2026-03-20;10856777;Consulta;No aplica / condiciones;Cliente consulta reintegro de compras en Petropar, se informa que no aplica por red de pago, facilito BYC, en saliente facilita direcciones de locales que no cuentan con el pos de Upay, paso correo a alizanzas para reclamo.
2026-03-01;2026-03-20;10856931;Consulta;No aplica / condiciones;Cliente se contacta mencionando que no ha recibido un reintegro por compra en comercio adherido, se menciona que no aplica por medio de pago, cliente comprende.
2026-03-01;2026-03-20;10857155;Consulta;No aplica / condiciones;Clienta se contacta indicando que no se le habria procesado un reintegro de petropar verificamos y vemos que realizo la carga con el pos de infonet razon por la cual no habria aplicado.
2026-03-01;2026-03-20;10857196;Consulta;No aplica / condiciones;Cliente consulta sobre reintegros, se verifica que no aplica al reintegro de Petropar por usar td enves de tc.
2026-03-01;2026-03-20;10857490;Consulta;No aplica / condiciones;Cliente reclama reintegro no aplicado de la promo petropar, se verifica que no aplica por el pos, se informa
2026-03-01;2026-03-20;10857817;Consulta;No aplica / condiciones;Cliente consulta por reintegro de compras en Petropar (se informa que no aplica por red de pago) y en Copetrol ( se informa que el local no se encuentra en el listado de BYC de este mes) se realiza saliente para informar.
2026-03-01;2026-03-20;10857969;Consulta;No aplica / condiciones;"La cliente indica que no recibió el reintegro por la carga de combustible realizada en Copetrol Primavera durante febrero. Facilita el número de comprobante, el cual se verifica en SF y no figura registrado en sus movimientos.

Posteriormente, el cliente menciona que la compra fue el 03/02/26; sin embargo, al verificar en CW, la compra corresponde al 31/01/26, por un monto de 355.000 Gs, nro. de comprobante 4729690188. Se constata que el pago se realizó con el POS de Infonet.

En las BYC se verifica que el comercio sí se encuentra adherido, pero bajo otro nombre, y en este caso debió abonarse con el POS de la red uPay para que aplique el reintegro. Esta información se comunica al cliente por chat.

Se realiza insistencia en el chat, sin obtener respuesta. Posteriormente, se realiza llamada saliente, sin éxito.

Se adjuntan respaldos: VC-02424025, VC-02424023."
2026-03-01;2026-03-21;10858629;Consulta;No aplica / condiciones;Consulta por rientegro que no corresponde.
2026-03-01;2026-03-21;10858987;Consulta;No aplica / condiciones;cliente consulta por reintegro en petropar, se le indica que por BYC no aplica
2026-03-01;2026-03-21;10859036;Consulta;No aplica / condiciones;El cliente llama reclamando por dos compras que no se le reintegro, verifico y le comento que habría sido por su limite, consulta también por el reintegro que le queda en Biggie, le comento el cliente agradece y se despide.
2026-03-01;2026-03-21;10859183;Consulta;Seguimiento interno;"Buenos días:
Por la presente realizo el reclamo sobre compras realizadas de la estación
de servicio PETROPAR
1. Bahia expo 2, Fecha de compra 10/03/2026 Gs. 150.000.- Reintegro 60.000
(ya venció el tiempo de días hábiles para el reintegro)
2. Bahia expo 2,Fecha de compra 16/03/2026 Gs. 150.000.- Reintegro 60.000

Adjunto comprobantes de pago.

En espera de pronta respuesta me despido atentamente."
2026-03-01;2026-03-21;10859307;Consulta;No aplica / condiciones;Cliente dispone de 3 prestamo pero uno de ellos no sumo porque solo dispone de 5 cuotas y menos de ellos no aplica se le explica demas solicita requisitos para solicitar un prestamos nuevo se cierra caso.
2026-03-01;2026-03-21;10859411;Consulta;No aplica / condiciones;se le indica que el reintegro no corresponde.-.
2026-03-01;2026-03-21;10859442;Consulta;No aplica / condiciones;Cliente consulta sobre reintegro no aplicado. Se verifica la operación y se visualiza que la compra fue realizada a través de la red Infonet. Se informa al cliente que la promoción aplica únicamente para pagos realizados mediante la red Upay en el comercio, por lo que no corresponde el reintegro. Se comparten bases y condiciones para verificación, agradece y finaliza chat.
2026-03-01;2026-03-21;10859513;Consulta;No aplica / condiciones;"Cliente en referencia se contacta reclamando que no se le reintegro una compra que realizo en Petropar, se verifica que realizo el pago atreves de la RED INFONET y se le menciona que solo aplica con la red upay, en donde se corta la llamada y se intentas salientes sin éxito.
VC-02424327
VC-02424329
VC-02424330"
2026-03-01;2026-03-21;10859517;Consulta;No aplica / condiciones;Reclama reintegro y se le indica que no aplica por el pos utilizado para la promocion.
2026-03-01;2026-03-21;10859574;Consulta;No aplica / condiciones;Cliente reclama reintegro de petropar se le explica via llamada conforme con la explicacion se percato que si realmente le cobraron con el pos de infonet y no con el de upay
2026-03-01;2026-03-21;10859641;Consulta;Seguimiento interno;"Cliente consulta por reintegro de Petropar de la fecha 19/03, le indico que no aplicaria en esta ocasion debido que se realizo con el pos de red upay, adjunto BYC, no responde.
Realizo llamada VC-02424396, cliente responde, le menciono lo verificado, indica que entiende, consulta por una compra realizada en petropar en fecha 20/03/2026, le indico que aun estaria en plazo,"
2026-03-01;2026-03-21;10859774;Consulta;No aplica / condiciones;Cliente en referencia se acerca al CE para consultar las condiciones para los reintegros, ya que las ultimas compras no eran reintegradas, le consultamos si las compras fueron pagadas con los Pos de la red Infonet o la de Upay, indico que fue con la red infonet. Le mostramos a la cliente las bases y condiciones en la app, que indica que los pagos deberían de ser con la red Upay para acceder a los beneficios.
2026-03-01;2026-03-21;10859854;Consulta;Reclamo / revision;"Cliente reclama reintegro de 2 compras en Petropar, se verifica que, según las ByC los POS utilizados no son los indicados. Por llamada se le explica, comprende y agradece. 
VC-02424468"
2026-03-01;2026-03-21;10859994;Consulta;Seguimiento interno;"El cliente solicita la verificación de su saldo promedio de los últimos 30 días para la suma de Upys, ya que según sus cálculos le corresponden 3.500 Upys en lugar de los 2.500 Upys que visualiza actualmente. Le indico que su promedio actual de los últimos 30 días es de Gs. 10.000.964, por ese motivo tendria 2.500 Upys, que desde el 13/03 mantiene un saldo superior a Gs. 20.000.000, debe transcurrir los 30 días con dicho monto (y un plazo de hasta 72 hh) para que el promedio mensual se eleve y se acrediten los 1.000 Upys restantes. Adjunto BYC. No responde.
Realizo llamada saliente VC-02424506, cliente responde."
2026-03-01;2026-03-21;10860086;Consulta;No aplica / condiciones;"El cliente consultó por una compra realizada en Petropar cuyo reintegro no visualizaba. Tras la verificación, se le informó que el 21/03/2026 recibió Gs. 60.000, alcanzando así el tope semanal de la promoción Petropar.
También se le aclaró que la promoción aplica únicamente para pagos realizados a través de la red upay y con tarjetas de crédito.
Para mayor claridad, se le detalló la distribución de las semanas promocionales del mes de marzo:
Primera semana: del 01/03/2026 al 08/03/2026
Segunda semana: del 09/03/2026 al 15/03/2026
Tercera semana: del 16/03/2026 al 22/03/2026
Cuarta semana: del 23/03/2026 al 31/03/2026
Finalmente, se cerró la atención quedando a disposición para cualquier ayuda adicional y agradeciendo el contacto."
2026-03-01;2026-03-21;10860157;Consulta;No aplica / condiciones;"Cliente en referencia se contacta indicando que no recibió un reintegro referente a una compra realizada en Petropar con POS de la red Infonet, la misma menciona que su hijo realizo la compra de combustible y pago a través del pos mencionado y el mismo si recibió el reintegro. 
La cliente ya no deja hablar, indica que los reintegros son otorgados al azar, y la misma abandona la llamada."
2026-03-01;2026-03-21;10860812;Consulta;No aplica / condiciones;La cliente consultó por un reintegro y se le explicó que, según las bases y condiciones, solo aplican compras de un monto igual o mayor a 300.000 Gs. Como su compra fue menor, no aplica para el beneficio. Se le indicó que puede consultar las bases y condiciones en la app o en la página web, y quedó a disposición para futuras consultas.
2026-03-01;2026-03-21;10861004;Consulta;Reclamo / revision;cliente se contacta mencionando que realizo carga en Petropar, en donde abono con la red de Infonet, alegando que el encargado le menciono que no disponen del pos de Upay que ya esa sucursal realizo el reclamo con ueno y no tuvo ninguna respuesta.
2026-03-01;2026-03-21;10861175;Consulta;No aplica / condiciones;Cliente consulta reintegro de 3 compras por estaciones de servicios diferentes, se verifica y no aplica en las 3, se le explica las bases y condiciones.
2026-03-01;2026-03-21;10861254;Consulta;No aplica / condiciones;"Cliente consulta por reintegro de una compra en 4Pets, se le indica que no aplica ya que el monto minimo de la compra es de Gs. 300.000 y su compra fue de Gs. 285.000. 
Tambien consulta por reintegro en Petropar del 20/03, se le indica que no aplica ya que realizo el pago con pos de la red infonet, cliente confirma que realizo el pago con el pos upay, se le menciona que puede adjuntarnos el boucher del pos, menciono que estara buscando y contactando nuevamente."
2026-03-01;2026-03-21;10861335;Consulta;No aplica / condiciones;"Cliente consulta por compra realizada en Petropar, 4883925718; la misma no aplica debido a que se procesó por otra red de cobranzas.
Cliente acepta información."
2026-03-01;2026-03-21;10861473;Consulta;No aplica / condiciones;"Buenos Dias


Por medio del presente, remito el reporte recibido del cliente
Guido Fernando Soler Pizarro, con C.I. 1818595, cliente de ueno bank.

La misma manifiesta su disconformidad con el comercio Estación 
Petropar KB presidente Franco,  Según relata el
cliente, en dicho establecimiento le informaron que no cuentan con el
POS UPAY para procesar los pagos que generan reintegros, que supuestamente cuentan con infonet conectado a UPAY para reintegro.

Tras verificar los movimientos del cliente, confirmamos que el
reintegro solicitado no se aplicó debido a que la transacción fue
procesada a través de un POS de Infonet. El cliente menciona que, al
consultar en el comercio si disponían de otra terminal para acceder al
beneficio, le indicaron que no contaban con la misma solo dentro del market
realizó el reclamo a modo de corroborar y ver la forma de que cuenten con el pos para los beneficios correspondientes.

Quedo atenta a cualquier novedad para informar a la cliente.

Saludos cordiales.
Correo derivado a ALIANZAS."
